job_id,job_title,job_text_snippet,job_text_raw,required_skills,selected_count,mean_selected_score,budget_used,budget_slack,budget_utilisation,selected_coverage,topk_score_coverage,coverage_gain_vs_topk,selected_resume_ids,topk_score_resume_ids,excluded_topk_resume_ids,selected_beyond_topk_resume_ids,selected_covered_skills,topk_score_covered_skills,selected_missing_required_skills,topk_missing_required_skills,high_score_not_selected,time_budget_tight,skill_tradeoff,selected_equals_topk,case_explanation
14,DevOps Engineer,"Education Qualification: B.Tech / BE / MCA, Degree in Computer Science or workforce equivalent technical certifications preferred Experience: 3+ years of experience working CI/CD pipeline and application deployments Expectations and Responsibilities: • Strong expertise in Dev Ops tools: o CI Servers (Jenkins, TeamCity, Travis CI) o Infrastructure Automation (Chef/Puppet/Ansible/Terraform/SaltStack) o SCM (TFS, GIT, Subversion) o Build tools (Ant, Maven, Make, Gradle) o Artifact repositories (JFr...","Education Qualification: B.Tech / BE / MCA, Degree in Computer Science or workforce equivalent technical certifications preferred Experience: 3+ years of experience working CI/CD pipeline and application deployments Expectations and Responsibilities: • Strong expertise in Dev Ops tools: o CI Servers (Jenkins, TeamCity, Travis CI) o Infrastructure Automation (Chef/Puppet/Ansible/Terraform/SaltStack) o SCM (TFS, GIT, Subversion) o Build tools (Ant, Maven, Make, Gradle) o Artifact repositories (JFrog ArtiFactory, Nexus) o Scripting (Python/ Ruby/ Groovy/ Shell/ PowerShell) o ChatOps (Slack/ HipChat) o Container Management (Kubernetes/ Docker) o Database Configuration Automation (Redgate/Datical/LiquiBase) • Some development experience with Java, .Net/C# • Working knowledge of operating systems (Unix/Linux, Windows) • Basic knowledge of network infrastructure for e.g. TCP/IP, DNS, Firewall, router, load balancer etc. • Understanding of application code and build scripts • Must be highly collaborative and be able to work in a team environment, with technical and business stakeholders. • Excellent communication, problem solving and customer service skills with the ability to translate technical detail into non-technical information. • Must be able to multi-task and work well with changing priorities in a fast paced, 24x7 environment","['ansible', 'dns', 'ruby', 'tcp/ip', 'terraform']",5,0.6535252203180208,64.239,0.7609999999999957,0.9882923076923078,1.0,1.0,0.0,"[182, 395, 295, 143, 307]","[182, 389, 148, 246, 380]","[389, 148, 246, 380]","[395, 295, 143, 307]","['ansible', 'dns', 'ruby', 'tcp/ip', 'terraform']","['ansible', 'dns', 'ruby', 'tcp/ip', 'terraform']",[],[],1,1,0,0,"At least one high-score candidate was excluded, indicating a constraint-driven selection trade-off."
15,DevOps Engineer,"We are looking for a candidate with experience in various AWS services such as Beanstalk, CloudFormation, API Gateway, Lambda Functions, DynamoDB, RDS, Autoscaling, Security Groups, VPC Subnets, etc. The applicant should have the ability to design, deploy, and support complex AWS cloud architecture. AWS Certified Solutions Architect or AWS Certified SysOps Administrators will be preferred. She or he should have experience in implementing CI/CD using Chef, Vagrant, Jenkins, Gitlab, Bamboo, Artifa...","We are looking for a candidate with experience in various AWS services such as Beanstalk, CloudFormation, API Gateway, Lambda Functions, DynamoDB, RDS, Autoscaling, Security Groups, VPC Subnets, etc. The applicant should have the ability to design, deploy, and support complex AWS cloud architecture. AWS Certified Solutions Architect or AWS Certified SysOps Administrators will be preferred. She or he should have experience in implementing CI/CD using Chef, Vagrant, Jenkins, Gitlab, Bamboo, Artifactory, etc. Scripting knowledge is a must.

Education and Experience :
B. Tech/B.E./MCA preferred
A total of 3-5 years and minimum 2 years of relevant experience
Effective communication and customer service skills, team work capabilities, and a positive attitude are some of the qualities we look for
Administration of Widows, Linux, Mac OS.
RHCE certified
Job Location : Kolkata","['api', 'aws', 'ci/cd', 'jenkins', 'linux']",5,0.7187749240331932,64.5495,0.45050000000000523,0.9930692307692307,1.0,1.0,0.0,"[389, 213, 200, 168, 290]","[182, 389, 213, 12, 34]","[182, 12, 34]","[200, 168, 290]","['api', 'aws', 'ci/cd', 'jenkins', 'linux']","['api', 'aws', 'ci/cd', 'jenkins', 'linux']",[],[],1,1,0,0,"At least one high-score candidate was excluded, indicating a constraint-driven selection trade-off."
16,DevOps Engineer,"Job ID: 97028 Required Travel :Minimal Managerial - No Who are we? If you’re a smartphone user then you are part of an ever more connected and digital world. At Amdocs, we are leading the digital revolution into the future. From virtualized telecommunications networks, Big Data and Internet of Things to mobile financial services, billing and operational support systems, we are continually evolving our business to help you become more connected. We make sure that when you watch a video on YouTube...","Job ID: 97028
Required Travel :Minimal
Managerial - No
Who are we?
If you’re a smartphone user then you are part of an ever more connected and digital world. At Amdocs, we are leading the digital revolution into the future. From virtualized telecommunications networks, Big Data and Internet of Things to mobile financial services, billing and operational support systems, we are continually evolving our business to help you become more connected. We make sure that when you watch a video on YouTube, message friends on Snapchat or send your images on Instagram, you get great service anytime, anywhere, and on any device. We are at the heart of the telecommunications industry working with giants such as AT&T, Vodafone, Telstra and Telefonica, helping them create an amazing new world for you where technology is being used in amazing new ways every single day.
In one sentence
Responsible for design, development, modification, debug and/or maintenance of software systems
What will your job look like?
• You will design, develop, modify, debug and/or maintain software code according to functional, non-functional and technical design specifications.
• You will follow Amdocs software engineering standards, applicable software development methodology and release processes, to ensure code is maintainable, scalable, and supportable, and demo the software products to stakeholders.
• You will investigate issues by reviewing/debugging code, provide fixes and workarounds, and review changes for operability to maintain existing software solutions.
• You will work within a team, collaborate and add value through participation in peer code reviews, provide comments and suggestions, and work with cross functional teams to achieve goals.
• You will assume technical accountability for your specific work products within an application and provide technical support during solution design for new requirements.
• You will be encouraged to actively look for innovation, continuous improvement, and efficiency in all assigned tasks.
All you need is...
• Bachelor's degree in Science/IT/Computer Science or equivalent
• 3+ years hands on experience in Devops.
Hands on experience in Docker and Kubernetes.
Hands on experience in AWS/AZure.
Hands on experience in Unix/ Shell Scripting.
Hands on experience in CI/CD pipelines.
Why you will love this job:
• You will be challenged to design and develop new software applications.
• You will have the opportunity to work in a growing organization, with ever growing opportunities for personal growth.

Amdocs is an equal opportunity employer. We welcome applicants from all backgrounds and are committed to fostering a diverse and inclusive workforce","['big data', 'ci/cd', 'devops', 'kubernetes', 'shell']",5,0.7533039030347927,62.99700000000001,2.002999999999993,0.9691846153846155,1.0,1.0,0.0,"[389, 207, 52, 234, 356]","[182, 389, 162, 207, 92]","[182, 162, 92]","[52, 234, 356]","['big data', 'ci/cd', 'devops', 'kubernetes', 'shell']","['big data', 'ci/cd', 'devops', 'kubernetes', 'shell']",[],[],1,1,0,0,"At least one high-score candidate was excluded, indicating a constraint-driven selection trade-off."
17,DevOps Engineer,"Job Title: DevOps Engineer Job Description: Deploy and maintain infrastructure automation and configuration management tools Design and implement an orchestration solution for dozens of containerized microservices. Support, improve and upgrade a continuous deployment environment Assist the DevOps team with containerization, automated provisioning, cloud migration and other tasks related to project work Experience Range: 2 - 5 years Educational Qualifications: B.Tech/B.E, Job Responsibilities: Re...","Job Title:

DevOps Engineer

Job Description:

Deploy and maintain infrastructure automation and configuration management tools
Design and implement an orchestration solution for dozens of containerized microservices.
Support, improve and upgrade a continuous deployment environment
Assist the DevOps team with containerization, automated provisioning, cloud migration and other tasks related to project work

Experience Range:

2 - 5 years

Educational Qualifications:

B.Tech/B.E,

Job Responsibilities:

Responsibilities
 Utilize various open source technologies
 Use various tools to orchestrate solutions
 Build independent web based tools, microservices and solutions
 Write scripts and automation using Perl/Python/Groovy/Java/Bash
 Broad understanding of networking
 Experienced with Docker containers management and orchestration
 Experienced with Continuous integration tools
 Experience with building and supporting infrastructures for high volume data and data processing (NoSQL DBs, stream
processing, message queues, etc.)
 Manage source control including SVN and GIT
 Experience with continuous integration, deployment, delivery approaches, and tools, including Jenkins, Maven, and Gradle
 Experience with OpenShift and Kubernetes and scripting languages, including Shell, Perl, or Python
 Experience with virtualization and containerization using frameworks, including Docker, LxC, Vagrant, Ansible, and
Terraform
 Experience with designing, building, deploying, and securing software architectures in Cloud computing environments,
including Amazon Web Services (AWS) and Microsoft Azure
 Experience with open-source application servers, database servers, Cloud computing concepts, and development
integration tools
 Experience with software development life cycle processes or Agile development, including Scrum, rapid prototyping, or
similar rapid development environment

Requirements

2+ years of experience in designing and maintaining high volume and scalable micro-services architecture on cloud infrastructure.
Strong background in Linux/Unix Administration and Python/Shell Scripting.
Extensive experience working with cloud platforms like AWS (EC2, ELB, S3, Auto-scaling, VPC, Lambda), GCP.
Experience in deployment automation, Continuous Integration and Continuous Deployment (Jenkins, Maven, Puppet, Chef, GitLab) and monitoring tools like Nagios, Zabbix, Cloud Watch Monitoring, Grafana, ELK Stack.
Practical Docker / Kubernetes experience.
Knowledge of Nginx, Httpd, Apache Tomcat, Apache Kafka, Microservices architecture, Caching mechanisms.
Experience in enterprise application development, maintenance and operations.
Knowledge of best practices and IT operations in an always-up, always-available service.
Excellent written and oral communication skills, judgment and decision-making skills.

Skills Required :

Jenkins, Maven, Puppet, Chef Development Kit, GitLab, Nagios, Zabbix, Grafana, Apache Tomcat, AWS ,

Candidate Attributes :

Proficiency in Shell Scripting: Python, Unix, Linux.
Configuration management tools such as puppet or ansible
Practical docker experience
AWS , Microsoft Azure and Google Cloud

Job Code : #KL-8LFKXPPH","['ansible', 'bash', 'nginx', 'perl', 'terraform']",5,0.6970017908189851,64.5495,0.45050000000000523,0.9930692307692307,1.0,1.0,0.0,"[182, 457, 278, 304, 163]","[182, 389, 246, 395, 147]","[389, 246, 395, 147]","[457, 278, 304, 163]","['ansible', 'bash', 'nginx', 'perl', 'terraform']","['ansible', 'bash', 'nginx', 'perl', 'terraform']",[],[],1,1,0,0,"At least one high-score candidate was excluded, indicating a constraint-driven selection trade-off."
18,Django Developer,"*Responsibilities and Duties* 1.Development of Python Django Application. 2. Train the developers for the development of Django application 3. Development of RESTful API's using Django REST Framework (DRF) 4. Assist to Backend and Front-end Developers for code integrations 5. Participating in architectural, design and product discussions 6. Code Review of the application. *Qualifications and Skills* 1. 2+ years' experience of Python coding 2. 2-3 years of hands-on experience with the Django fram...","*Responsibilities and Duties*
1.Development of Python Django Application.
2. Train the developers for the development of Django application
3. Development of RESTful API's using Django REST Framework (DRF)
4. Assist to Backend and Front-end Developers for code integrations
5. Participating in architectural, design and product discussions
6. Code Review of the application.
*Qualifications and Skills*
1. 2+ years' experience of Python coding
2. 2-3 years of hands-on experience with the Django framework is preferred.
3. Strong understanding of Django framework
4. Should have experience in REST and SOAP web services API .
5. Familiarity with Django ORM (Object Relational Mapper)
6. Solid database skills in a MySQL relational database
7. Knowledge of Django RESTful APIs
8. Basic understanding of front-end technologies, such as JavaScript, HTML5, and CSS3
9. Understanding of fundamental design principles behind a scalable application
10.Strong knowledge of version control (i.e. git, bitbucket, etc.)
11.Experience in deploying Python applications into production.
12.Excellent problem-solving skills
13.Excellent verbal and written communication skills

Job Type: Full-time

Salary: ₹25,000.00 - ₹30,000.00 per month

Experience:
* software development: 1 year (Preferred)
* work: 1 year (Preferred)
* total work: 1 year (Preferred)

Education:
* Bachelor's (Preferred)

Housing rent subsidy:
* No

Industry:
* IT Operations & Helpdesk","['api', 'django', 'mysql', 'python', 'rest']",5,0.858060616862341,56.419,8.581000000000003,0.8679846153846154,1.0,1.0,0.0,"[82, 102, 408, 472, 401]","[82, 102, 15, 12, 256]","[15, 12, 256]","[408, 472, 401]","['api', 'django', 'mysql', 'python', 'rest']","['api', 'django', 'mysql', 'python', 'rest']",[],[],1,0,0,0,"At least one high-score candidate was excluded, indicating a constraint-driven selection trade-off."
19,Django Developer,"Job Type : Full time, Employee Experience : 4+ years of experience in Python. Education : B.Tech/MCA Location: Ernakulam / Cochin Qualities sought-out in the desired candidate: Strong knowledge of Django frameworks. Experience with desktop and online versions. Good Expertise in database (SQL). Excellent written and verbal communication skills in English. Team Player.","Job Type : Full time, Employee
Experience : 4+ years of experience in Python.
Education : B.Tech/MCA
Location: Ernakulam / Cochin

Qualities sought-out in the desired candidate:
Strong knowledge of Django frameworks.
Experience with desktop and online versions.
Good Expertise in database (SQL).
Excellent written and verbal communication skills in English.
Team Player.","['communication', 'django', 'python', 'sql']",5,0.7084262199588157,59.8575,5.142499999999998,0.9208846153846154,1.0,1.0,0.0,"[157, 55, 192, 202, 350]","[213, 475, 157, 55, 12]","[213, 475, 12]","[192, 202, 350]","['communication', 'django', 'python', 'sql']","['communication', 'django', 'python', 'sql']",[],[],1,0,0,0,"At least one high-score candidate was excluded, indicating a constraint-driven selection trade-off."
20,Django Developer,"Job Responsibilities : - Lead a team of Python analytics and application developers - Be responsible for Analytics and Data Science App development using Python, Django and other compatible languages - Integrate Python application with other applications at client side (for example, booking engine, channel manager, property management system, etc.) - Perform ad-hoc analysis to solve business needs relating to pricing, assortment, inventory, display, and personalization - Prepare project plans, i...","Job Responsibilities :
- Lead a team of Python analytics and application developers
- Be responsible for Analytics and Data Science App development using Python, Django and other compatible languages
- Integrate Python application with other applications at client side (for example, booking engine, channel manager, property management system, etc.)
- Perform ad-hoc analysis to solve business needs relating to pricing, assortment, inventory, display, and personalization
- Prepare project plans, identify milestones, and ensure that timelines and deliverables are being met or bettered (Travel may be required)
- Carry out scenario planning, risk assessment and business (revenue) projections to provide a comprehensive assessment to clients
- Identify data requirements and use Excel and/or statistical packages to build descriptive, explanatory, predictive and prescriptive models that deliver actionable insights
- Prepare presentations, solution documents and data files as required
- Prepare case studies and white papers to demonstrate how Sciative Solutions delivers superior value to clients businesses
Desired candidate profile :
- Winning attitude with an ability to deal with ambiguity, and quickly grasp new techniques, business problems and solution frameworks / technologies.
- Minimum 1 year experience using Python at work for analytics and/or web application is a must. Overall 1 to 4 years of work experience.
- Qualification: BE/BTech or ME/MTech in Engineering.
- Demonstrated hands-on experience of formulating a problem statement, preparing a project plan, and developing and delivering solutions.
- Business acumen, and proficiency in analysing and synthesizing data.
- Experience or application familiarity with statistical techniques such as linear and logistic regression, clustering, segmentation, time series, forecasting, SVM, neural nets, is highly preferred.
- High degree of proficiency in SQL and No-SQL Databases, and Excel + VBA.
Expected Start Date: 14/12/2020
Job Types: Full-time, Walk-In
Salary: ₹30,000.00 per month
Benefits:
Cell phone reimbursement
Paid sick time
Schedule:
Morning shift
Supplemental Pay:
Joining bonus
Performance bonus
Experience:
total work: 4 years (Preferred)
Python: 3 years (Preferred)
Education:
Bachelor's (Preferred)
Location:
Navi Mumbai, Maharashtra (Preferred)","['django', 'excel', 'python', 'sql']",5,0.703855870970439,56.72949999999999,8.270500000000013,0.8727615384615383,1.0,1.0,0.0,"[118, 442, 433, 205, 268]","[118, 442, 433, 205, 268]",[],[],"['django', 'excel', 'python', 'sql']","['django', 'excel', 'python', 'sql']",[],[],0,0,0,1,MILP selected essentially the same set as simple top-k score ranking.
21,Django Developer,"Job description Description: Develop, test, and maintain web-based applications to specified designs & standards using Python & frameworks like Django. Develop & implement modern web services using service-oriented architecture, RESTful APIs, and SOAP. Write and execute unit tests and perform code reviews. Implement front-end interfaces & experiences with modern HTML/CSS/jQuery & Angular/React. Test, troubleshoot, and optimize application components for maximum speed, security, stability, and sc...","Job description
Description:
Develop, test, and maintain web-based applications to specified designs & standards using Python & frameworks like Django.
Develop & implement modern web services using service-oriented architecture, RESTful APIs, and SOAP.
Write and execute unit tests and perform code reviews.
Implement front-end interfaces & experiences with modern HTML/CSS/jQuery & Angular/React.
Test, troubleshoot, and optimize application components for maximum speed, security, stability, and scalability.
Skills & Experience:
2+ years of experience in Python Development.
Object-oriented programming skills.
Expertise in MySQL/MariaDB, PostgreSQL.
Knowledge of REST API, JSON, etc.
Experience with version control systems (Git).
Knowledge of CI/CD (preferred).
Strong documentation, communication, and team collaboration skills.
Job Types: Full-time, Fresher, Walk-In
Salary: From ₹600,000.00 per year
Benefits:
Food allowance
Health insurance
Life insurance
Schedule:
Monday to Friday
Morning shift
Supplemental Pay:
Overtime pay
Yearly bonus
Experience:
work: 1 year (Preferred)
total work: 1 year (Preferred)
Python: 1 year (Preferred)
Education:
Bachelor's (Preferred)
Work Remotely:
Temporarily due to COVID-19
Speak with the employer
+91 9963738283","['angular', 'ci/cd', 'django', 'postgresql', 'react']",5,0.8036919648721801,64.85999999999999,0.14000000000001478,0.9978461538461536,1.0,1.0,0.0,"[12, 15, 102, 285, 278]","[475, 92, 12, 15, 223]","[475, 92, 223]","[102, 285, 278]","['angular', 'ci/cd', 'django', 'postgresql', 'react']","['angular', 'ci/cd', 'django', 'postgresql', 'react']",[],[],1,1,0,0,"At least one high-score candidate was excluded, indicating a constraint-driven selection trade-off."
22,Django Developer,"Opportunity within a unique industrial Ecommerce platform Work alongside highly-experienced professionals in the industry Great learning and career development prospects Our client is a leading industrial Ecommerce platform with a portfolio of over a million products. They are a well-funded, growth stage startup with a team of rich experience in the industrial sector, seeking to bridge the gap between consumers and B2B merchants. The JobÂ You will be responsible for : Writing modular and clean c...","Opportunity within a unique industrial Ecommerce platform
Work alongside highly-experienced professionals in the industry
Great learning and career development prospects

Our client is a leading industrial Ecommerce platform with a portfolio of over a million products. They are a well-funded, growth stage startup with a team of rich experience in the industrial sector, seeking to bridge the gap between consumers and B2B merchants.

The JobÂ

You will be responsible for :

Writing modular and clean code
Developing backend processes in Django, Django REST Framework that communicate through established REST APIs.
Building web components and containers that interact with REST APIs.
Writing test cases and documentation as new features and functionality are built
Proactively identifying bottlenecks, areas for improvement and implementing plans to course-correct.

The Profile

You have a Bachelors/Masters of Technology in Computer Science, IT, or equivalent course.
You have at least 3 years experience in a Software Engineer or similar role.
You have a strong understanding of the all key areas of web application architecture.
You have strong knowledge of Data Structures, Algorithm and Design Patterns.
Proficiency in Django, Django REST Framework or Flask is required
You are proficient in modern open-source relational database such as MySQL or Postgres
You have working knowledge of a NoSQL database, preferably MongoDB
You have hands-on experience with Cloud services such as AWS (EC2, S3, RDS, SQS), as well as automated unit testing.
You have ability to do database design and modeling
Prior experience with Elastic Search or Solr Search and knowledge of Response Web Design (RWD) will be an added advantage.
You ideally have working knowledge of LESS / SASS as well as MVC frontend framework such as AngularJS or jQuery
You pay strong attention to detail and deliver work that is of a high standard
You are highly goal driven and work well in fast paced environments
You possess strong analytical skills and are comfortable dealing with numerical data

Ref :98570105
00-6.00 Years","['django', 'flask', 'mongodb', 'mysql', 'rest']",5,0.8454497859638892,63.962999999999994,1.0370000000000061,0.9840461538461538,1.0,1.0,0.0,"[256, 452, 408, 55, 200]","[256, 475, 452, 427, 219]","[475, 427, 219]","[408, 55, 200]","['django', 'flask', 'mongodb', 'mysql', 'rest']","['django', 'flask', 'mongodb', 'mysql', 'rest']",[],[],1,1,0,0,"At least one high-score candidate was excluded, indicating a constraint-driven selection trade-off."
23,Django Developer,"Designation: -Django Developer Experience: - 2-6 yrs Qualification: -IT graduate Expert in Python Core Programming Expert in Python Django and Flask Framework Salary Negotiable Job Location: -Bangalore Notice period: -Immediately Job Type: Full-time Salary: ₹312,418.00 - ₹1,352,728.00 per year Schedule: Day shift Experience: Python & Django: 2 years (Preferred) Django: 2 years (Preferred) total work: 2 years (Preferred) Education: Bachelor's (Preferred) Work Remotely: No","Designation: -Django Developer
Experience: - 2-6 yrs
Qualification: -IT graduate
Expert in Python Core Programming
Expert in Python Django and Flask Framework
Salary Negotiable
Job Location: -Bangalore
Notice period: -Immediately
Job Type: Full-time
Salary: ₹312,418.00 - ₹1,352,728.00 per year
Schedule:
Day shift
Experience:
Python & Django: 2 years (Preferred)
Django: 2 years (Preferred)
total work: 2 years (Preferred)
Education:
Bachelor's (Preferred)
Work Remotely:
No","['django', 'flask', 'python']",5,0.7760028402789837,61.4445,3.555500000000002,0.9452999999999999,1.0,1.0,0.0,"[118, 350, 285, 147, 401]","[118, 350, 285, 304, 256]","[304, 256]","[147, 401]","['django', 'flask', 'python']","['django', 'flask', 'python']",[],[],1,0,0,0,"At least one high-score candidate was excluded, indicating a constraint-driven selection trade-off."
24,Flutter Developer,"Candidates should have min 1-2 yr of relevant Experience. Job Type: Full-time Salary: ₹13,950.00 - ₹52,935.00 per month Experience: * software development: 1 year (Preferred) * work: 1 year (Preferred) * total work: 1 year (Preferred) Education: * Bachelor's (Preferred) Work Remotely: * Temporarily due to COVID-19","Candidates should have min 1-2 yr of relevant Experience.

Job Type: Full-time

Salary: ₹13,950.00 - ₹52,935.00 per month

Experience:
* software development: 1 year (Preferred)
* work: 1 year (Preferred)
* total work: 1 year (Preferred)

Education:
* Bachelor's (Preferred)

Work Remotely:
* Temporarily due to COVID-19",[],5,0.6003784497771497,59.18359999999999,5.816400000000009,0.9105169230769229,0.0,0.0,0.0,"[259, 441, 154, 476, 454]","[259, 441, 154, 198, 3]","[198, 3]","[476, 454]",[],[],[],[],1,0,0,0,"At least one high-score candidate was excluded, indicating a constraint-driven selection trade-off."
25,Flutter Developer,Flutter Developer Job Duties: * · Ability to understand business requirements and translate them into technical requirements · Good knowledge of object oriented programming and design patterns. · Create multi-platform apps for iOS and Android using Google's Flutter development framework. · Knowledge of Swift and Kotlin for platform-specific code when required by widgets. · Should have 1-2 years of good expertise in developing hybrid mobile application with at least 1-2 years of experience in Flu...,"Flutter Developer Job Duties: *
· Ability to understand business requirements and translate them into technical requirements

· Good knowledge of object oriented programming and design patterns.

· Create multi-platform apps for iOS and Android using Google's Flutter development framework.

· Knowledge of Swift and Kotlin for platform-specific code when required by widgets.

· Should have 1-2 years of good expertise in developing hybrid mobile application with at least 1-2 years of experience in Flutter framework

· Experience of handling location services, notifications, video recording, rest APIs, 3rd party integrations in flutter

· Experience in handling user friendly UI based on requirements in flutter

· Experience using Web Services, REST API's and Data parsing using XML, JSON

· Solid understanding of the full mobile development life cycle.

· Strong knowledge of UI design principles, patterns, and best practices.

· Knowledge of the open-source ecosystem and the libraries available for common tasks

· Troubleshoot and debug to optimize performance of the App
Skills Required : *Flutter, Java, Kotlin, Swift, Objective C
Job requirements: *
· Have hands- on UI Development

· Experience working with RESTful APIs, third party SDK Integrations and common technologies like HTTPS, XML, JSON, OAuth, Flutter, Java, Kotlin, Swift, Objective C and SQL.
Should have at 1+ years of professional experience

Job Types: Full-time, Walk-In

Salary: ₹10,480.00 - ₹20,000.00 per month

Experience:
software development: 1 year (Preferred)
work: 1 year (Preferred)
total work: 1 year (Preferred)
Education:
Bachelor's (Preferred)
Work Remotely:
No","['api', 'flutter', 'kotlin', 'rest', 'swift']",5,0.7218776096235221,63.871,1.1289999999999978,0.9826307692307693,0.8,0.8,0.0,"[497, 254, 136, 8, 438]","[99, 497, 223, 455, 254]","[99, 223, 455]","[136, 8, 438]","['api', 'kotlin', 'rest', 'swift']","['api', 'kotlin', 'rest', 'swift']",['flutter'],['flutter'],1,1,0,0,"At least one high-score candidate was excluded, indicating a constraint-driven selection trade-off."
26,Flutter Developer,"Job Description: Flutter App developer with a minimum of 2 years of experience. Experience in developing production level applications using flutter. Experience in Translating UI/UX designs into code General knowledge of Web service integration (SOAP, REST/JSON, GraphQL) Mobile app design and optimization, able to provide a solution to improve mobile app quality, understand emerging technologies, standards, and best practices to bring mobile app products to the next level. Experience in building...","Job Description:
Flutter App developer with a minimum of 2 years of experience.
Experience in developing production level applications using flutter.
Experience in Translating UI/UX designs into code
General knowledge of Web service integration (SOAP, REST/JSON, GraphQL)
Mobile app design and optimization, able to provide a solution to improve mobile app quality,
understand emerging technologies, standards, and best practices to bring mobile app products to the next level.
Experience in building mobile applications with Firebase.
Strong understanding of the dart syntax.
Experience in design patterns like MVVM.
Unit / widget / integration testing of app
Addon knowledge of Android SDK, different versions of Android
Sound knowledge in JavaScript
Understanding of Google’s Android design principles and interface guidelines
Develop technical documents and handbooks to accurately represent application design and code
Understanding the lifecycle of common widgets
Understanding of how to use theme
Set up CI/CD for Flutter project
Experience with provider state management solutions.
Knowledge in packages like Retrofit, get it, amazon Cognito is a plus.
Experience integrating 3rd party libraries
Must have developed at least 3 mobile apps from start to end.
Must have published at least 3 apps to Play store and AppStore.
Must have experience in developing localized apps for different countries.
Good team player with good communication skill
End-to-end understanding and capability of managing app publishing process for both Android & iOS
Ability to solve problems, learn and adapt as per the requirement and ready to face new
Skills required:
Developer should have prior experience of working on multi-platform dynamic
based on Flutter (mandatory) with apps hosted on Play store/Apple Store, Preferable if has additional knowledge of native languages and platforms (Android, Java etc) Experience in Rest APIs, Dar, Knowledge of MySQL and NoSQL. As a Flutter Developer, you will create multi-platform apps for iOS and Android using Google's Flutter development framework.
Timing : -9 A.M To 6 P.M (Monday To Friday)
salary: - 8 Lakh TO 10 Lakh P.A
Interested candidate call on 9136527711 or mail your resume on hr @placement mumbai.com
Job Type: Full-time
Schedule:
Morning shift
Experience:
software development: 1 year (Preferred)
work: 1 year (Preferred)
total work: 1 year (Preferred)
javascript: 1 year (Preferred)
Education:
Bachelor's (Preferred)
Speak with the employer
+91 9136527711","['ci/cd', 'flutter', 'mysql', 'rest', 'testing']",5,0.7776798854180511,64.469,0.5310000000000059,0.9918307692307692,0.8,0.8,0.0,"[99, 20, 338, 420, 490]","[99, 409, 240, 34, 20]","[409, 240, 34]","[338, 420, 490]","['ci/cd', 'mysql', 'rest', 'testing']","['ci/cd', 'mysql', 'rest', 'testing']",['flutter'],['flutter'],1,1,0,0,"At least one high-score candidate was excluded, indicating a constraint-driven selection trade-off."
27,Flutter Developer,Job Description Developer will be responsible for Flutter development for a Product. Primary focus will be on understanding the product flow and making App UI with API integration. App development will be done for both Android and iOS platforms. Use of postman will be must and so developers will be expected to consume API given by backend developers via POSTMAN Json file. Requirements - Flutter Development for atleast 3 year. - UI design skills - Understanding of RestFull API Consumption - Gitla...,"Job Description
Developer will be responsible for Flutter development for a Product. Primary focus will be on understanding the product flow and making App UI with API integration. App development will be done for both Android and iOS platforms.
Use of postman will be must and so developers will be expected to consume API given by backend developers via POSTMAN Json file.
Requirements
- Flutter Development for atleast 3 year.
- UI design skills
- Understanding of RestFull API Consumption
- Gitlab Basics, Branching and Commiting the work.
- Error Handling.
- Developer should be based from Mumbai.
Contract length: 12 months
Application Deadline: 19/12/2020
Expected Start Date: 1/1/2021
Job Types: Full-time, Contract, Walk-In
Salary: ₹35,000.00 - ₹50,000.00 per month
COVID-19 considerations:
- Work from home can be given.
- Good Laptop / Desktop needed to work from home.
- If work goes well, developer can be taken for long term consideration.
Experience:
total work: 3 years (Preferred)
Education:
Bachelor's (Preferred)
Location:
Borivali, Mumbai, Maharashtra (Preferred)
Work Remotely:
Temporarily due to COVID-19","['api', 'flutter']",5,0.7646357893824595,63.606500000000004,1.393499999999996,0.9785615384615385,0.5,0.5,0.0,"[142, 198, 16, 332, 416]","[99, 253, 142, 68, 198]","[99, 253, 68]","[16, 332, 416]",['api'],['api'],['flutter'],['flutter'],1,1,0,0,"At least one high-score candidate was excluded, indicating a constraint-driven selection trade-off."
